Sentence,Word_Count,Tag_Count,Word_Tag_Pairs
Kervan ağır ağır ilerliyordu.,4,3,Kervan:AD-NOUN|ağır:BELİRTEÇ-ADVERB|ağır:BELİRTEÇ-ADVERB|ilerliyordu:FİİL-VERB
Kervan çölü aştı.,3,2,Kervan:AD-NOUN|çölü:AD-NOUN|aştı.:FİİL-VERB
"Kesinhesap kanunu, ilişkin olduğu yıl bütçesinin hesap dönemi içinde elde edilen gelirle gene o yılki ödemelerin gerçekleşmiş tutarını gösterir kanundur.",22,5,"Kesinhesap:AD-NOUN|kanunu:AD-NOUN|,:NOKTALAMA-PUNCTUATION|ilişkin:SIFAT-ADJECTIVE|olduğu:SIFAT-ADJECTIVE|yıl:AD-NOUN|bütçesinin:AD-NOUN|hesap:AD-NOUN|dönemi:AD-NOUN|içinde:AD-NOUN|elde:AD-NOUN|edilen:SIFAT-ADJECTIVE|gelirle:AD-NOUN|gene:BELİRTEÇ-ADVERB|o:BELİRLEYİCİ-DET|yılki:SIFAT-ADJECTIVE|ödemelerin:AD-NOUN|gerçekleşmiş:SIFAT-ADJECTIVE|tutarını:AD-NOUN|gösterir:SIFAT-ADJECTIVE|kanundur:AD-NOUN|.:NOKTALAMA-PUNCTUATION"
"Kimse, dini inanç ve kanaatlerinden dolayı kınanamaz.",9,7,"Kimse:ADIL-PRONOUN|,:NOKTALAMA-PUNCTUATION|dini:SIFAT-ADJECTIVE|inanç:AD-NOUN|ve:BAĞLAÇ-CONJ|kanaatlerinden:AD-NOUN|dolayı:İLGEÇ-PREPOS|kınanamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Kimse, ibadete, dinî âyin ve törenlere katılmaya, dinî inanç ve kanaatlerini açıklamaya zorlanamaz.",17,6,"Kimse:ADIL-PRONOUN|,:NOKTALAMA-PUNCTUATION|ibadete:AD-NOUN|,:NOKTALAMA-PUNCTUATION|dinî:SIFAT-ADJECTIVE|âyin:AD-NOUN|ve:BAĞLAÇ-CONJ|törenlere:AD-NOUN|katılmaya:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|dinî:SIFAT-ADJECTIVE|inanç:AD-NOUN|ve:BAĞLAÇ-CONJ|kanaatlerini:AD-NOUN|açıklamaya:FİİL-VERB|zorlanamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Kimseye eziyet ve işkence yapılamaz.,6,5,Kimseye:ADIL-PRONOUN|eziyet:AD-NOUN|ve:BAĞLAÇ-CONJ|işkence:AD-NOUN|yapılamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Kimyager deney yaptı.,3,2,Kimyager:AD-NOUN|deney:AD-NOUN|yaptı.:FİİL-VERB
Kiracı kirayı yatırdı.,3,2,Kiracı:AD-NOUN|kirayı:AD-NOUN|yatırdı.:FİİL-VERB
Kitaplar ufkunu genişletti.,3,2,Kitaplar:AD-NOUN|ufkunu:AD-NOUN|genişletti.:FİİL-VERB
"Kişi dokunulmazlığı ve hürriyeti kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça kayıtlanamaz.",17,7,"Kişi:SIFAT-ADJECTIVE|dokunulmazlığı:AD-NOUN|ve:BAĞLAÇ-CONJ|hürriyeti:AD-NOUN|kanunun:AD-NOUN|açıkça:BELİRTEÇ-ADVERB|gösterdiği:SIFAT-ADJECTIVE|hallerde:AD-NOUN|,:NOKTALAMA-PUNCTUATION|usûlüne:AD-NOUN|göre:İLGEÇ-PREPOS|verilmiş:SIFAT-ADJECTIVE|hâkim:SIFAT-ADJECTIVE|kararı:AD-NOUN|olmadıkça:FİİL-VERB|kayıtlanamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Kişi dokunulmazlığı, vicdan, düşünme, söz, yayım, yolculuk, bağıt, çalışma, mülkedinme, malını ve hakkını kullanma, toplanma, dernek kurma, ortaklık kurma hakları ve hürriyetleri Türklerin tabii haklarındandır.",38,4,"Kişi:AD-NOUN|dokunulmazlığı:AD-NOUN|,:NOKTALAMA-PUNCTUATION|vicdan:AD-NOUN|,:NOKTALAMA-PUNCTUATION|düşünme:AD-NOUN|,:NOKTALAMA-PUNCTUATION|söz:AD-NOUN|,:NOKTALAMA-PUNCTUATION|yayım:AD-NOUN|,:NOKTALAMA-PUNCTUATION|yolculuk:AD-NOUN|,:NOKTALAMA-PUNCTUATION|bağıt:AD-NOUN|,:NOKTALAMA-PUNCTUATION|çalışma:AD-NOUN|,:NOKTALAMA-PUNCTUATION|mülkedinme:AD-NOUN|,:NOKTALAMA-PUNCTUATION|malını:AD-NOUN|ve:BAĞLAÇ-CONJ|hakkını:AD-NOUN|kullanma:AD-NOUN|,:NOKTALAMA-PUNCTUATION|toplanma:AD-NOUN|,:NOKTALAMA-PUNCTUATION|dernek:AD-NOUN|kurma:AD-NOUN|,:NOKTALAMA-PUNCTUATION|ortaklık:AD-NOUN|kurma:AD-NOUN|hakları:AD-NOUN|ve:BAĞLAÇ-CONJ|hürriyetleri:AD-NOUN|Türklerin:AD-NOUN|tabii:SIFAT-ADJECTIVE|haklarındandır:AD-NOUN|.:NOKTALAMA-PUNCTUATION"
Kodu iki defa çalıştırdım.,5,5,Kodu:İSİM-NOUN|iki:SAYI-NUM|defa:ZARF-ADV|çalıştırdım:FİİL-VERB|.:NOKTALAMA-PUNC
Komedyen güldü.,2,2,Komedyen:AD-NOUN|güldü:FİİL-VERB
Komedyen seyirciye keyif dolu dakikalar sundu.,6,3,Komedyen:AD-NOUN|seyirciye:AD-NOUN|keyif:AD-NOUN|dolu:SIFAT-ADJECTIVE|dakikalar:AD-NOUN|sundu:FİİL-VERB
Komiser hırsızı sorguladı.,3,2,Komiser:AD-NOUN|hırsızı:AD-NOUN|sorguladı.:FİİL-VERB
Komutan düşmanına gözdağı verdi.,4,2,Komutan:AD-NOUN|düşmanına:AD-NOUN|gözdağı:AD-NOUN|verdi:FİİL-VERB
Komutan stratejiyi çizdi.,3,2,Komutan:AD-NOUN|stratejiyi:AD-NOUN|çizdi.:FİİL-VERB
Komşu müziği duydu.,3,2,Komşu:AD-NOUN|müziği:AD-NOUN|duydu.:FİİL-VERB
Komşular boşandı.,2,2,Komşular:AD-NOUN|boşandı:FİİL-VERB
Komşum arabayı sattı.,3,2,Komşum:AD-NOUN|arabayı:AD-NOUN|sattı.:FİİL-VERB
Konuta dokunulamaz.,3,3,Konuta:AD-NOUN|dokunulamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Konuşmacı ona umut aşıladı.,4,3,Konuşmacı:AD-NOUN|ona:ADIL-PRONOUN|umut:AD-NOUN|aşıladı:FİİL-VERB
Konuşması halka güven telkin etti.,5,2,Konuşması:AD-NOUN|halka:AD-NOUN|güven:AD-NOUN|telkin:AD-NOUN|etti:FİİL-VERB
Koro neşeyle şarkı söyledi.,4,3,Koro:AD-NOUN|neşeyle:BELİRTEÇ-ADVERB|şarkı:AD-NOUN|söyledi:FİİL-VERB
Kristal gibi berrak bir sesi vardı.,6,5,Kristal:AD-NOUN|gibi:İLGEÇ-PREPOS|berrak:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|sesi:AD-NOUN|vardı.:FİİL-VERB
Kriz şirkete büyük zarar verdi.,5,3,Kriz:AD-NOUN|şirkete:AD-NOUN|büyük:SIFAT-ADJECTIVE|zarar:AD-NOUN|verdi:FİİL-VERB
Kukla gibi oynatıyordu insanları.,4,3,Kukla:AD-NOUN|gibi:İLGEÇ-PREPOS|oynatıyordu:FİİL-VERB|insanları.:AD-NOUN
Kullanıcı dosyayı sildi.,3,2,Kullanıcı:AD-NOUN|dosyayı:AD-NOUN|sildi.:FİİL-VERB
Kurbağa zıpladı.,2,2,Kurbağa:AD-NOUN|zıpladı:FİİL-VERB
Kurt acıkmıştı.,2,2,Kurt:AD-NOUN|acıkmıştı:FİİL-VERB
Kurt gibi acıkmış bir halde sofraya oturdu.,7,5,Kurt:AD-NOUN|gibi:İLGEÇ-PREPOS|acıkmış:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|halde:AD-NOUN|sofraya:AD-NOUN|oturdu.:FİİL-VERB
Kuru dal çatırdadı.,3,3,Kuru:SIFAT-ADJECTIVE|dal:AD-NOUN|çatırdadı:FİİL-VERB
Kurye adresi buldu.,3,2,Kurye:AD-NOUN|adresi:AD-NOUN|buldu.:FİİL-VERB
Kurşunlar duvarı delik deşik etti.,5,3,Kurşunlar:AD-NOUN|duvarı:AD-NOUN|delik:BELİRTEÇ-ADVERB|deşik:BELİRTEÇ-ADVERB|etti:FİİL-VERB
Kuş uçtu.,2,2,Kuş:AD-NOUN|uçtu:FİİL-VERB
Kuş öttü.,2,2,Kuş:AD-NOUN|öttü:FİİL-VERB
Kâşif keşif yaptı.,3,2,Kâşif:AD-NOUN|keşif:AD-NOUN|yaptı.:FİİL-VERB
Kömür gibi kara gözleri vardı.,5,4,Kömür:AD-NOUN|gibi:İLGEÇ-PREPOS|kara:SIFAT-ADJECTIVE|gözleri:AD-NOUN|vardı.:FİİL-VERB
Köpek dolaştı.,2,2,Köpek:AD-NOUN|dolaştı:FİİL-VERB
Köpek havladı.,2,2,Köpek:AD-NOUN|havladı:FİİL-VERB
Köylüler mahsulü topladı.,3,2,Köylüler:AD-NOUN|mahsulü:AD-NOUN|topladı.:FİİL-VERB
Küsen çocuk somurttu.,3,3,Küsen:SIFAT-ADJECTIVE|çocuk:AD-NOUN|somurttu:FİİL-VERB
Kütüphaneci kitapları rafa dikkatle dizdi.,5,2,Kütüphaneci:AD-NOUN|kitapları:AD-NOUN|rafa:AD-NOUN|dikkatle:AD-NOUN|dizdi.:FİİL-VERB
Küçük kız kaybolan kedisini arıyor.,5,3,Küçük:SIFAT-ADJECTIVE|kız:AD-NOUN|kaybolan:SIFAT-ADJECTIVE|kedisini:AD-NOUN|arıyor.:FİİL-VERB
Küçük kız kediyi sevdi.,4,3,Küçük:SIFAT-ADJECTIVE|kız:AD-NOUN|kediyi:AD-NOUN|sevdi.:FİİL-VERB
Küçük kız yeni elbiselerini partide gururla giydi.,7,3,Küçük:SIFAT-ADJECTIVE|kız:AD-NOUN|yeni:SIFAT-ADJECTIVE|elbiselerini:AD-NOUN|partide:AD-NOUN|gururla:AD-NOUN|giydi.:FİİL-VERB
Kırk kez numara çevirdim.,5,5,Kırk:SAYI-NUM|kez:ZARF-ADV|numara:İSİM-NOUN|çevirdim:FİİL-VERB|.:NOKTALAMA-PUNC
Kıyafet küçüldü.,2,2,Kıyafet:AD-NOUN|küçüldü:FİİL-VERB
Kışın doğmuştu.,2,2,Kışın:BELİRTEÇ-ADVERB|doğmuştu:FİİL-VERB
Kışın şişmanladı.,2,2,Kışın:BELİRTEÇ-ADVERB|şişmanladı:FİİL-VERB
Lamba söndü.,2,2,Lamba:AD-NOUN|söndü:FİİL-VERB
Leylekler göç etti.,3,2,Leylekler:AD-NOUN|göç:AD-NOUN|etti:FİİL-VERB
Lider bu sorunu kan dökmeden halletti.,6,3,Lider:AD-NOUN|bu:BELİRLEYİCİ-DET|sorunu:AD-NOUN|kan:AD-NOUN|dökmeden:FİİL-VERB|halletti.:FİİL-VERB
Lider hedefi belirledi.,3,2,Lider:AD-NOUN|hedefi:AD-NOUN|belirledi.:FİİL-VERB
Lider herkese eşit mesafede durur.,5,4,Lider:AD-NOUN|herkese:ADIL-PRONOUN|eşit:SIFAT-ADJECTIVE|mesafede:AD-NOUN|durur.:FİİL-VERB
Lider herkese umut dolu mesajlar yolladı.,6,4,Lider:AD-NOUN|herkese:ADIL-PRONOUN|umut:AD-NOUN|dolu:SIFAT-ADJECTIVE|mesajlar:AD-NOUN|yolladı:FİİL-VERB
Liderler anlaşmayı imzaladı.,3,2,Liderler:AD-NOUN|anlaşmayı:AD-NOUN|imzaladı.:FİİL-VERB
Mahkeme hırsıza cezasını verdi.,4,2,Mahkeme:AD-NOUN|hırsıza:AD-NOUN|cezasını:AD-NOUN|verdi:FİİL-VERB
Mahkemelerde yargılamalar herkese açıktır.,5,4,Mahkemelerde:AD-NOUN|yargılamalar:AD-NOUN|herkese:ADIL-PRONOUN|açıktır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
"Mahkemelerin kararlarını Türkiye Büyük Millet Meclisi ve Bakanlar Kurulu hiçbir türlü değiştiremezler, başkalayamazlar, geciktiremezler ve hükümlerinin yerine getirilmesine engel olamazlar.",23,5,"Mahkemelerin:AD-NOUN|kararlarını:AD-NOUN|Türkiye:AD-NOUN|Büyük:AD-NOUN|Millet:AD-NOUN|Meclisi:AD-NOUN|ve:BAĞLAÇ-CONJ|Bakanlar:AD-NOUN|Kurulu:AD-NOUN|hiçbir:BELİRLEYİCİ-DET|türlü:AD-NOUN|değiştiremezler:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|başkalayamazlar:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|geciktiremezler:FİİL-VERB|ve:BAĞLAÇ-CONJ|hükümlerinin:AD-NOUN|yerine:AD-NOUN|getirilmesine:FİİL-VERB|engel:AD-NOUN|olamazlar:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Mahkemelerin kuruluşu, görev ve yetkileri kanunla gösterilir.",9,4,"Mahkemelerin:AD-NOUN|kuruluşu:AD-NOUN|,:NOKTALAMA-PUNCTUATION|görev:AD-NOUN|ve:BAĞLAÇ-CONJ|yetkileri:AD-NOUN|kanunla:AD-NOUN|gösterilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Maili altı kere ilettim.,5,5,Maili:İSİM-NOUN|altı:SAYI-NUM|kere:ZARF-ADV|ilettim:FİİL-VERB|.:NOKTALAMA-PUNC
Masajdan sonra rahatladı.,3,3,Masajdan:AD-NOUN|sonra:İLGEÇ-PREPOS|rahatladı:FİİL-VERB
Meclis geri verilen kanunu gene kabul ederse Cumhurbaşkanı onu ilan etmek ödevindedir.,13,6,Meclis:AD-NOUN|geri:AD-NOUN|verilen:SIFAT-ADJECTIVE|kanunu:AD-NOUN|gene:BELİRTEÇ-ADVERB|kabul:AD-NOUN|ederse:FİİL-VERB|Cumhurbaşkanı:AD-NOUN|onu:ADIL-PRONOUN|ilan:AD-NOUN|etmek:FİİL-VERB|ödevindedir:AD-NOUN|.:NOKTALAMA-PUNCTUATION
Meclis görüşmeleri herkese açıktır ve olduğu gibi yayılır.,18,7,Meclis:AD-NOUN|görüşmeleri:AD-NOUN|herkese:ADIL-PRONOUN|açıktır:FİİL-VERB|ve:BAĞLAÇ-CONJ|olduğu:SIFAT-ADJECTIVE|gibi:İLGEÇ-PREPOS|yayılır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Meclis:AD-NOUN|görüşmeleri:AD-NOUN|herkese:ADIL-PRONOUN|açıktır:FİİL-VERB|ve:BAĞLAÇ-CONJ|olduğu:SIFAT-ADJECTIVE|gibi:İLGEÇ-PREPOS|yayılır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Meclis görüşmelerini İç tüzük hükümlerine göre yapar.,16,5,Meclis:AD-NOUN|görüşmelerini:AD-NOUN|İç:SIFAT-ADJECTIVE|tüzük:AD-NOUN|hükümlerine:AD-NOUN|göre:İLGEÇ-PREPOS|yapar:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Meclis:AD-NOUN|görüşmelerini:AD-NOUN|İç:AD-NOUN|tüzük:AD-NOUN|hükümlerine:AD-NOUN|göre:İLGEÇ-PREPOS|yapar:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
"Meclis sıkıyönetim süresini, gerekirse uzatabilir veya kısaltabilir.",9,5,Meclis:AD-NOUN|sıkıyönetim:AD-NOUN|süresini:AD-NOUN|VİRGÜL:NOKTALAMA-PUNCTUATION|gerekirse:BELİRTEÇ-ADVERB|uzatabilir:FİİL-VERB|veya:BAĞLAÇ-CONJ|kısaltabilir:FİİL-VERB|NOKTA:NOKTALAMA-PUNCTUATION
Meclis toplanık değilse Başkanı tarafından hemen toplanmaya çağrılarak Cumhurbaşkanı seçilir.,11,6,Meclis:AD-NOUN|toplanık:SIFAT-ADJECTIVE|değilse:FİİL-VERB|Başkanı:AD-NOUN|tarafından:İLGEÇ-PREPOS|hemen:BELİRTEÇ-ADVERB|toplanmaya:FİİL-VERB|çağrılarak:FİİL-VERB|Cumhurbaşkanı:AD-NOUN|seçilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Meclis toplanık değilse hemen toplanmaya çağrılır.,7,5,Meclis:AD-NOUN|toplanık:SIFAT-ADJECTIVE|değilse:FİİL-VERB|hemen:BELİRTEÇ-ADVERB|toplanmaya:FİİL-VERB|çağrılır:FİİL-VERB|NOKTA:NOKTALAMA-PUNCTUATION
Meclis toplanık değilse sunma işi Meclisin toplanmasına bırakılır.,9,4,Meclis:AD-NOUN|toplanık:SIFAT-ADJECTIVE|değilse:FİİL-VERB|sunma:FİİL-VERB|işi:AD-NOUN|Meclisin:AD-NOUN|toplanmasına:FİİL-VERB|bırakılır:FİİL-VERB|nokta:NOKTALAMA-PUNCTUATION
"Meclis, Hükûmeti her vakit denetleyebilir ve düşürebilir.",9,5,"Meclis:AD-NOUN|,:NOKTALAMA-PUNCTUATION|Hükûmeti:AD-NOUN|her:BELİRLEYİCİ-DET|vakit:AD-NOUN|denetleyebilir:FİİL-VERB|ve:BAĞLAÇ-CONJ|düşürebilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Meclis, yasama yetkisini kendi kullanır.",7,4,"Meclis:AD-NOUN|,:NOKTALAMA-PUNCTUATION|yasama:AD-NOUN|yetkisini:AD-NOUN|kendi:ADIL-PRONOUN|kullanır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Meclis, yürütme yetkisini kendi seçtiği Cumhurbaşkanı ve onun tayin edeceği Bakanlar Kurulu eliyle kullanır.",16,7,"Meclis:AD-NOUN|,:NOKTALAMA-PUNCTUATION|yürütme:AD-NOUN|yetkisini:AD-NOUN|kendi:ADIL-PRONOUN|seçtiği:SIFAT-ADJECTIVE|Cumhurbaşkanı:AD-NOUN|ve:BAĞLAÇ-CONJ|onun:ADIL-PRONOUN|tayin:AD-NOUN|edeceği:SIFAT-ADJECTIVE|Bakanlar:AD-NOUN|Kurulu:AD-NOUN|eliyle:İLGEÇ-PREPOS|kullanır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Meclis, üyelerinin memleket içinde dolaşmaları, inceleme yapmaları, denetleme vazifelerine hazırlanmaları ve dinlenmeleri için çalışmasına yılda altı aydan fazla ara veremez.",24,6,"Meclis:AD-NOUN|,:NOKTALAMA-PUNCTUATION|üyelerinin:AD-NOUN|memleket:AD-NOUN|içinde:İLGEÇ-PREPOS|dolaşmaları:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|inceleme:AD-NOUN|yapmaları:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|denetleme:AD-NOUN|vazifelerine:AD-NOUN|hazırlanmaları:FİİL-VERB|ve:BAĞLAÇ-CONJ|dinlenmeleri:FİİL-VERB|için:İLGEÇ-PREPOS|çalışmasına:FİİL-VERB|yılda:AD-NOUN|altı:SIFAT-ADJECTIVE|aydan:AD-NOUN|fazla:SIFAT-ADJECTIVE|ara:AD-NOUN|veremez:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Meclisin seçim dönemi sona ermiş veya seçimin yenilenmesine karar verilmiş olursa Cumhurbaşkanını gelecek Meclis seçer.,16,5,Meclisin:AD-NOUN|seçim:AD-NOUN|dönemi:AD-NOUN|sona:AD-NOUN|ermiş:FİİL-VERB|veya:BAĞLAÇ-CONJ|seçimin:AD-NOUN|yenilenmesine:FİİL-VERB|karar:AD-NOUN|verilmiş:FİİL-VERB|olursa:FİİL-VERB|Cumhurbaşkanını:AD-NOUN|gelecek:SIFAT-ADJECTIVE|Meclis:AD-NOUN|seçer:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Mektup arkadaşları yazıştı.,3,2,Mektup:AD-NOUN|arkadaşları:AD-NOUN|yazıştı:FİİL-VERB
Memur yetkisini aştı.,3,2,Memur:AD-NOUN|yetkisini:AD-NOUN|aştı.:FİİL-VERB
Meraklı komşu gizli gizli dinledi.,5,4,Meraklı:SIFAT-ADJECTIVE|komşu:AD-NOUN|gizli:BELİRTEÇ-ADVERB|gizli:BELİRTEÇ-ADVERB|dinledi:FİİL-VERB
Mesajı onlarca kez ilettik.,5,5,Mesajı:İSİM-NOUN|onlarca:SAYI-NUM|kez:ZARF-ADV|ilettik:FİİL-VERB|.:NOKTALAMA-PUNC
Mevzu çirkinleşti.,2,2,Mevzu:AD-NOUN|çirkinleşti:FİİL-VERB
Meyveler olgunlaştı.,2,2,Meyveler:AD-NOUN|olgunlaştı:FİİL-VERB
Mezunlar gururla yürüdü.,3,3,Mezunlar:AD-NOUN|gururla:BELİRTEÇ-ADVERB|yürüdü:FİİL-VERB
"Millet, egemenliğini, Anayasanın koyduğu esaslara göre, yetkili organlar eliyle kullanır.",14,5,"Millet:AD-NOUN|,:NOKTALAMA-PUNCTUATION|egemenliğini:AD-NOUN|,:NOKTALAMA-PUNCTUATION|Anayasanın:AD-NOUN|koyduğu:SIFAT-ADJECTIVE|esaslara:AD-NOUN|göre:İLGEÇ-PREPOS|,:NOKTALAMA-PUNCTUATION|yetkili:SIFAT-ADJECTIVE|organlar:AD-NOUN|eliyle:AD-NOUN|kullanır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Milletvekili seçmek, yirmi iki yaşını bitiren kadın, erkek her Türk’ün hakkıdır.",14,5,"Milletvekili:AD-NOUN|seçmek:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|yirmi:SIFAT-ADJECTIVE|iki:SIFAT-ADJECTIVE|yaşını:AD-NOUN|bitiren:SIFAT-ADJECTIVE|kadın:AD-NOUN|,:NOKTALAMA-PUNCTUATION|erkek:AD-NOUN|her:BELİRLEYİCİ-DET|Türk’ün:AD-NOUN|hakkıdır:AD-NOUN|.:NOKTALAMA-PUNCTUATION"
Milletvekilleri Meclise katıldıklarında şöyle and içerler.,21,4,Milletvekilleri:AD-NOUN|Meclise:AD-NOUN|katıldıklarında:FİİL-VERB|şöyle:BELİRTEÇ-ADVERB|and:AD-NOUN|içerler:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Milletvekilleri:AD-NOUN|Meclise:AD-NOUN|katıldıklarında:FİİL-VERB|şöyle:BELİRTEÇ-ADVERB|and:AD-NOUN|içerler:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Milletvekilleri:AD-NOUN|Meclise:AD-NOUN|katıldıklarında:FİİL-VERB|şöyle:BELİRTEÇ-ADVERB|and:AD-NOUN|içerler:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Milletvekillerinin yıllık ödenekleri özel kanunla gösterilir.,14,4,Milletvekillerinin:AD-NOUN|yıllık:SIFAT-ADJECTIVE|ödenekleri:AD-NOUN|özel:SIFAT-ADJECTIVE|kanunla:AD-NOUN|gösterilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Milletvekillerinin:AD-NOUN|yıllık:SIFAT-ADJECTIVE|ödenekleri:AD-NOUN|özel:SIFAT-ADJECTIVE|kanunla:AD-NOUN|gösterilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Milletvekilliği süresi içinde zaman aşımı yürümez.,14,4,Milletvekilliği:AD-NOUN|süresi:AD-NOUN|içinde:İLGEÇ-PREPOS|zaman:AD-NOUN|aşımı:AD-NOUN|yürümez:FİİL-VERB|.:NOKTALAMA-PUNCTUATION|Milletvekilliği:AD-NOUN|süresi:AD-NOUN|içinde:İLGEÇ-PREPOS|zaman:AD-NOUN|aşımı:AD-NOUN|yürümez:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Mimar bize evin krokisini çizdi.,5,3,Mimar:AD-NOUN|bize:ADIL-PRONOUN|evin:AD-NOUN|krokisini:AD-NOUN|çizdi:FİİL-VERB
Mimar jüriye projesini açıkladı.,4,2,Mimar:AD-NOUN|jüriye:AD-NOUN|projesini:AD-NOUN|açıkladı:FİİL-VERB
Mimar köprüyü tasarladı.,3,2,Mimar:AD-NOUN|köprüyü:AD-NOUN|tasarladı.:FİİL-VERB
Mirasçı herkese kendi payını dağıttı.,5,3,Mirasçı:AD-NOUN|herkese:ADIL-PRONOUN|kendi:ADIL-PRONOUN|payını:AD-NOUN|dağıttı:FİİL-VERB
Misafir geceleyin geldi.,3,3,Misafir:AD-NOUN|geceleyin:BELİRTEÇ-ADVERB|geldi:FİİL-VERB
Misafir kahveyi içti.,3,2,Misafir:AD-NOUN|kahveyi:AD-NOUN|içti.:FİİL-VERB
Misafirler içeride oturuyor.,3,3,Misafirler:AD-NOUN|içeride:BELİRTEÇ-ADVERB|oturuyor:FİİL-VERB
Mona Lisa gülümsedi.,3,2,Mona:AD-NOUN|Lisa:AD-NOUN|gülümsedi:FİİL-VERB
Muhtar bize köyün en güzel yerini gösterdi.,7,5,Muhtar:AD-NOUN|bize:ADIL-PRONOUN|köyün:AD-NOUN|en:BELİRTEÇ-ADVERB|güzel:SIFAT-ADJECTIVE|yerini:AD-NOUN|gösterdi:FİİL-VERB
Müdür personeli işe aldı.,4,2,Müdür:AD-NOUN|personeli:AD-NOUN|işe:AD-NOUN|aldı.:FİİL-VERB
Müdür yeni kuralları panoya dün astı.,6,4,Müdür:AD-NOUN|yeni:SIFAT-ADJECTIVE|kuralları:AD-NOUN|panoya:AD-NOUN|dün:BELİRTEÇ-ADVERB|astı.:FİİL-VERB
Mühendis projenin bittiğini rapor etti.,5,2,Mühendis:AD-NOUN|projenin:AD-NOUN|bittiğini:FİİL-VERB|rapor:AD-NOUN|etti.:FİİL-VERB
Mühendis sorunu çözecek.,3,2,Mühendis:AD-NOUN|sorunu:AD-NOUN|çözecek.:FİİL-VERB
Müteahhit binayı inşa etti.,4,2,Müteahhit:AD-NOUN|binayı:AD-NOUN|inşa:AD-NOUN|etti.:FİİL-VERB
Müze mirası korudu.,3,2,Müze:AD-NOUN|mirası:AD-NOUN|korudu.:FİİL-VERB
Müzikseverler konseri dinledi.,3,2,Müzikseverler:AD-NOUN|konseri:AD-NOUN|dinledi.:FİİL-VERB
Müzikten hoşlandı.,2,2,Müzikten:AD-NOUN|hoşlandı:FİİL-VERB
Müşteri hesabı ödedi.,3,2,Müşteri:AD-NOUN|hesabı:AD-NOUN|ödedi.:FİİL-VERB
Müşteri menüyü istedi.,3,2,Müşteri:AD-NOUN|menüyü:AD-NOUN|istedi.:FİİL-VERB
Müşteri öyle istedi.,3,3,Müşteri:AD-NOUN|öyle:BELİRTEÇ-ADVERB|istedi:FİİL-VERB
Müşteri ısrar etti.,3,2,Müşteri:AD-NOUN|ısrar:AD-NOUN|etti:FİİL-VERB
Müşteriler beklemekten yoruldu.,3,2,Müşteriler:AD-NOUN|beklemekten:FİİL-VERB|yoruldu.:FİİL-VERB
Ne kadar bağırsa da sesini duyuramadı.,6,5,Ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|bağırsa:FİİL-VERB|da:BAĞLAÇ-CONJ|sesini:AD-NOUN|duyuramadı.:FİİL-VERB
Ne kadar denediyse de kapıyı açamadı.,6,5,Ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|denediyse:FİİL-VERB|de:BAĞLAÇ-CONJ|kapıyı:AD-NOUN|açamadı.:FİİL-VERB
Ne kadar istersen o kadar alabilirsin.,6,4,Ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|istersen:FİİL-VERB|o:ADIL-PRONOUN|kadar:İLGEÇ-PREPOS|alabilirsin.:FİİL-VERB
