Full_Sentence,Word,Tag
ödevini okulda hızlıca bitirdi,hızlıca,BELİRTEÇ-ADVERB
ödevini okulda hızlıca bitirdi,bitirdi,FİİL-VERB
yeni elbiselerini partide gururla giydi,yeni,SIFAT-ADJECTIVE
yeni elbiselerini partide gururla giydi,elbiselerini,AD-NOUN
yeni elbiselerini partide gururla giydi,partide,AD-NOUN
yeni elbiselerini partide gururla giydi,gururla,AD-NOUN
yeni elbiselerini partide gururla giydi,giydi,FİİL-VERB
ona gerçeği telefonda ağlayarak anlattı,ona,ADIL-PRONOUN
ona gerçeği telefonda ağlayarak anlattı,gerçeği,AD-NOUN
ona gerçeği telefonda ağlayarak anlattı,telefonda,AD-NOUN
ona gerçeği telefonda ağlayarak anlattı,ağlayarak,FİİL-VERB
ona gerçeği telefonda ağlayarak anlattı,anlattı,FİİL-VERB
bu konuyu yarın tekrar görüşeceğiz,bu,BELİRLEYİCİ-DET
bu konuyu yarın tekrar görüşeceğiz,konuyu,AD-NOUN
bu konuyu yarın tekrar görüşeceğiz,yarın,BELİRTEÇ-ADVERB
bu konuyu yarın tekrar görüşeceğiz,tekrar,BELİRTEÇ-ADVERB
bu konuyu yarın tekrar görüşeceğiz,görüşeceğiz,FİİL-VERB
her zaman doğruları söylerdi,her,BELİRLEYİCİ-DET
her zaman doğruları söylerdi,zaman,AD-NOUN
her zaman doğruları söylerdi,doğruları,AD-NOUN
her zaman doğruları söylerdi,söylerdi,FİİL-VERB
ona dersini iyice öğretti,ona,ADIL-PRONOUN
ona dersini iyice öğretti,dersini,AD-NOUN
ona dersini iyice öğretti,iyice,BELİRTEÇ-ADVERB
ona dersini iyice öğretti,öğretti,FİİL-VERB
kitapları rafa dikkatle dizdi,kitapları,AD-NOUN
kitapları rafa dikkatle dizdi,rafa,AD-NOUN
kitapları rafa dikkatle dizdi,dikkatle,AD-NOUN
kitapları rafa dikkatle dizdi,dizdi,FİİL-VERB
bütün soruları sınavda kolayca cevapladı,bütün,BELİRLEYİCİ-DET
bütün soruları sınavda kolayca cevapladı,soruları,AD-NOUN
bütün soruları sınavda kolayca cevapladı,sınavda,AD-NOUN
bütün soruları sınavda kolayca cevapladı,kolayca,BELİRTEÇ-ADVERB
bütün soruları sınavda kolayca cevapladı,cevapladı,FİİL-VERB
misafirlere çayı hemen ikram etti,misafirlere,AD-NOUN
misafirlere çayı hemen ikram etti,çayı,AD-NOUN
misafirlere çayı hemen ikram etti,hemen,BELİRTEÇ-ADVERB
misafirlere çayı hemen ikram etti,ikram,AD-NOUN
misafirlere çayı hemen ikram etti,etti,FİİL-VERB
arkadaşını durakta yarım saat bekledi,arkadaşını,AD-NOUN
arkadaşını durakta yarım saat bekledi,durakta,AD-NOUN
arkadaşını durakta yarım saat bekledi,yarım,SIFAT-ADJECTIVE
arkadaşını durakta yarım saat bekledi,saat,AD-NOUN
arkadaşını durakta yarım saat bekledi,bekledi,FİİL-VERB
duvarı fırçayla özenle boyadı,duvarı,AD-NOUN
duvarı fırçayla özenle boyadı,fırçayla,AD-NOUN
duvarı fırçayla özenle boyadı,özenle,AD-NOUN
duvarı fırçayla özenle boyadı,boyadı,FİİL-VERB
haberi radyodan az önce duydu,haberi,AD-NOUN
haberi radyodan az önce duydu,radyodan,AD-NOUN
haberi radyodan az önce duydu,az,BELİRTEÇ-ADVERB
haberi radyodan az önce duydu,önce,İLGEÇ-PREPOS
haberi radyodan az önce duydu,duydu,FİİL-VERB
borcunu ona dün peşin ödedi,borcunu,AD-NOUN
borcunu ona dün peşin ödedi,ona,ADIL-PRONOUN
borcunu ona dün peşin ödedi,dün,BELİRTEÇ-ADVERB
borcunu ona dün peşin ödedi,peşin,BELİRTEÇ-ADVERB
borcunu ona dün peşin ödedi,ödedi,FİİL-VERB
rakibini maçta kolayca yendi,rakibini,AD-NOUN
rakibini maçta kolayca yendi,maçta,AD-NOUN
rakibini maçta kolayca yendi,kolayca,BELİRTEÇ-ADVERB
rakibini maçta kolayca yendi,yendi,FİİL-VERB
yeni şarkısını sahnede ilk kez söyledi,yeni,SIFAT-ADJECTIVE
yeni şarkısını sahnede ilk kez söyledi,şarkısını,AD-NOUN
yeni şarkısını sahnede ilk kez söyledi,sahnede,AD-NOUN
yeni şarkısını sahnede ilk kez söyledi,ilk,SIFAT-ADJECTIVE
yeni şarkısını sahnede ilk kez söyledi,kez,AD-NOUN
yeni şarkısını sahnede ilk kez söyledi,söyledi,FİİL-VERB
balkonda sessizce kahvesini içiyordu,balkonda,AD-NOUN
balkonda sessizce kahvesini içiyordu,sessizce,BELİRTEÇ-ADVERB
balkonda sessizce kahvesini içiyordu,kahvesini,AD-NOUN
balkonda sessizce kahvesini içiyordu,içiyordu,FİİL-VERB
her gece yatmadan önce kitap okur,her,BELİRLEYİCİ-DET
her gece yatmadan önce kitap okur,gece,AD-NOUN
her gece yatmadan önce kitap okur,yatmadan,FİİL-VERB
her gece yatmadan önce kitap okur,önce,İLGEÇ-PREPOS
her gece yatmadan önce kitap okur,kitap,AD-NOUN
her gece yatmadan önce kitap okur,okur,FİİL-VERB
ona olanları kısaca özetledi,ona,ADIL-PRONOUN
ona olanları kısaca özetledi,olanları,AD-NOUN
ona olanları kısaca özetledi,kısaca,BELİRTEÇ-ADVERB
ona olanları kısaca özetledi,özetledi,FİİL-VERB
bu resmi duvara dikkatlice astı,bu,BELİRLEYİCİ-DET
bu resmi duvara dikkatlice astı,resmi,AD-NOUN
bu resmi duvara dikkatlice astı,duvara,AD-NOUN
bu resmi duvara dikkatlice astı,dikkatlice,BELİRTEÇ-ADVERB
bu resmi duvara dikkatlice astı,astı,FİİL-VERB
ona olan borcunu sonunda ödedi,ona,ADIL-PRONOUN
ona olan borcunu sonunda ödedi,olan,SIFAT-ADJECTIVE
ona olan borcunu sonunda ödedi,borcunu,AD-NOUN
ona olan borcunu sonunda ödedi,sonunda,BELİRTEÇ-ADVERB
ona olan borcunu sonunda ödedi,ödedi,FİİL-VERB
evini geçen ay daha ucuza sattı,evini,AD-NOUN
evini geçen ay daha ucuza sattı,geçen,SIFAT-ADJECTIVE
evini geçen ay daha ucuza sattı,ay,AD-NOUN
evini geçen ay daha ucuza sattı,daha,BELİRTEÇ-ADVERB
evini geçen ay daha ucuza sattı,ucuza,AD-NOUN
evini geçen ay daha ucuza sattı,sattı,FİİL-VERB
bütün sırlarını günlüğüne gizlice yazdı,bütün,BELİRLEYİCİ-DET
bütün sırlarını günlüğüne gizlice yazdı,sırlarını,AD-NOUN
bütün sırlarını günlüğüne gizlice yazdı,günlüğüne,AD-NOUN
bütün sırlarını günlüğüne gizlice yazdı,gizlice,BELİRTEÇ-ADVERB
bütün sırlarını günlüğüne gizlice yazdı,yazdı,FİİL-VERB
herkese adıyla teker teker seslendi,herkese,ADIL-PRONOUN
herkese adıyla teker teker seslendi,adıyla,AD-NOUN
herkese adıyla teker teker seslendi,teker,BELİRTEÇ-ADVERB
herkese adıyla teker teker seslendi,teker,BELİRTEÇ-ADVERB
herkese adıyla teker teker seslendi,seslendi,FİİL-VERB
yeni bilgisayarını kutusundan heyecanla çıkardı,yeni,SIFAT-ADJECTIVE
yeni bilgisayarını kutusundan heyecanla çıkardı,bilgisayarını,AD-NOUN
yeni bilgisayarını kutusundan heyecanla çıkardı,kutusundan,AD-NOUN
yeni bilgisayarını kutusundan heyecanla çıkardı,heyecanla,AD-NOUN
yeni bilgisayarını kutusundan heyecanla çıkardı,çıkardı,FİİL-VERB
bu filmi daha önce defalarca izlemiştim,bu,BELİRLEYİCİ-DET
bu filmi daha önce defalarca izlemiştim,filmi,AD-NOUN
bu filmi daha önce defalarca izlemiştim,daha,BELİRTEÇ-ADVERB
bu filmi daha önce defalarca izlemiştim,önce,İLGEÇ-PREPOS
bu filmi daha önce defalarca izlemiştim,defalarca,AD-NOUN
bu filmi daha önce defalarca izlemiştim,izlemiştim,FİİL-VERB
ona acı gerçeği yüzüne karşı söyledi,ona,ADIL-PRONOUN
ona acı gerçeği yüzüne karşı söyledi,acı,SIFAT-ADJECTIVE
ona acı gerçeği yüzüne karşı söyledi,gerçeği,AD-NOUN
ona acı gerçeği yüzüne karşı söyledi,yüzüne,AD-NOUN
ona acı gerçeği yüzüne karşı söyledi,karşı,İLGEÇ-PREPOS
ona acı gerçeği yüzüne karşı söyledi,söyledi,FİİL-VERB
her zaman ailesine maddi destek olurdu,her,BELİRLEYİCİ-DET
her zaman ailesine maddi destek olurdu,zaman,AD-NOUN
her zaman ailesine maddi destek olurdu,ailesine,AD-NOUN
her zaman ailesine maddi destek olurdu,maddi,SIFAT-ADJECTIVE
her zaman ailesine maddi destek olurdu,destek,AD-NOUN
her zaman ailesine maddi destek olurdu,olurdu,FİİL-VERB
kediyi kutudan yavaşça çıkardı,kediyi,AD-NOUN
kediyi kutudan yavaşça çıkardı,kutudan,AD-NOUN
kediyi kutudan yavaşça çıkardı,yavaşça,BELİRTEÇ-ADVERB
kediyi kutudan yavaşça çıkardı,çıkardı,FİİL-VERB
karşı takıma maçın başında gol attı,karşı,SIFAT-ADJECTIVE
karşı takıma maçın başında gol attı,takıma,AD-NOUN
karşı takıma maçın başında gol attı,maçın,AD-NOUN
karşı takıma maçın başında gol attı,başında,AD-NOUN
karşı takıma maçın başında gol attı,gol,AD-NOUN
karşı takıma maçın başında gol attı,attı,FİİL-VERB
bu bilgiyi ondan gizlice öğrendim,bu,BELİRLEYİCİ-DET
bu bilgiyi ondan gizlice öğrendim,bilgiyi,AD-NOUN
bu bilgiyi ondan gizlice öğrendim,ondan,ADIL-PRONOUN
bu bilgiyi ondan gizlice öğrendim,gizlice,BELİRTEÇ-ADVERB
bu bilgiyi ondan gizlice öğrendim,öğrendim,FİİL-VERB
bahçeye ilkbaharda yeni fidanlar dikti,bahçeye,AD-NOUN
bahçeye ilkbaharda yeni fidanlar dikti,ilkbaharda,AD-NOUN
bahçeye ilkbaharda yeni fidanlar dikti,yeni,SIFAT-ADJECTIVE
bahçeye ilkbaharda yeni fidanlar dikti,fidanlar,AD-NOUN
bahçeye ilkbaharda yeni fidanlar dikti,dikti,FİİL-VERB
bize yolculuk anılarını uzun uzun anlattı,bize,ADIL-PRONOUN
bize yolculuk anılarını uzun uzun anlattı,yolculuk,AD-NOUN
bize yolculuk anılarını uzun uzun anlattı,anılarını,AD-NOUN
bize yolculuk anılarını uzun uzun anlattı,uzun,BELİRTEÇ-ADVERB
bize yolculuk anılarını uzun uzun anlattı,uzun,BELİRTEÇ-ADVERB
bize yolculuk anılarını uzun uzun anlattı,anlattı,FİİL-VERB
bütün evi bayram için baştan aşağı temizledi,bütün,BELİRLEYİCİ-DET
bütün evi bayram için baştan aşağı temizledi,evi,AD-NOUN
bütün evi bayram için baştan aşağı temizledi,bayram,AD-NOUN
bütün evi bayram için baştan aşağı temizledi,için,İLGEÇ-PREPOS
bütün evi bayram için baştan aşağı temizledi,baştan,BELİRTEÇ-ADVERB
bütün evi bayram için baştan aşağı temizledi,aşağı,BELİRTEÇ-ADVERB
bütün evi bayram için baştan aşağı temizledi,temizledi,FİİL-VERB
her zaman kendine çok iyi bakar,her,BELİRLEYİCİ-DET
her zaman kendine çok iyi bakar,zaman,AD-NOUN
her zaman kendine çok iyi bakar,kendine,ADIL-PRONOUN
her zaman kendine çok iyi bakar,çok,BELİRTEÇ-ADVERB
her zaman kendine çok iyi bakar,iyi,BELİRTEÇ-ADVERB
her zaman kendine çok iyi bakar,bakar,FİİL-VERB
her sabah işe arabayla gider,her,BELİRLEYİCİ-DET
her sabah işe arabayla gider,sabah,AD-NOUN
her sabah işe arabayla gider,işe,AD-NOUN
her sabah işe arabayla gider,arabayla,AD-NOUN
her sabah işe arabayla gider,gider,FİİL-VERB
bize olanları olduğu gibi anlattı,bize,ADIL-PRONOUN
bize olanları olduğu gibi anlattı,olanları,AD-NOUN
bize olanları olduğu gibi anlattı,olduğu,SIFAT-ADJECTIVE
bize olanları olduğu gibi anlattı,gibi,İLGEÇ-PREPOS
bize olanları olduğu gibi anlattı,anlattı,FİİL-VERB
bu yemeği annesinden özel olarak öğrendi,bu,BELİRLEYİCİ-DET
bu yemeği annesinden özel olarak öğrendi,yemeği,AD-NOUN
bu yemeği annesinden özel olarak öğrendi,annesinden,AD-NOUN
bu yemeği annesinden özel olarak öğrendi,özel,BELİRTEÇ-ADVERB
bu yemeği annesinden özel olarak öğrendi,olarak,İLGEÇ-PREPOS
bu yemeği annesinden özel olarak öğrendi,öğrendi,FİİL-VERB
herkese eşit mesafede durur,herkese,ADIL-PRONOUN
herkese eşit mesafede durur,eşit,SIFAT-ADJECTIVE
herkese eşit mesafede durur,mesafede,AD-NOUN
herkese eşit mesafede durur,durur,FİİL-VERB
ona olan sevgisini şiirle ifade etti,ona,ADIL-PRONOUN
ona olan sevgisini şiirle ifade etti,olan,SIFAT-ADJECTIVE
ona olan sevgisini şiirle ifade etti,sevgisini,AD-NOUN
ona olan sevgisini şiirle ifade etti,şiirle,AD-NOUN
ona olan sevgisini şiirle ifade etti,ifade,AD-NOUN
ona olan sevgisini şiirle ifade etti,etti,FİİL-VERB
bize toplantının detaylarını daha sonra anlatacak,bize,ADIL-PRONOUN
bize toplantının detaylarını daha sonra anlatacak,toplantının,AD-NOUN
bize toplantının detaylarını daha sonra anlatacak,detaylarını,AD-NOUN
bize toplantının detaylarını daha sonra anlatacak,daha,BELİRTEÇ-ADVERB
bize toplantının detaylarını daha sonra anlatacak,sonra,BELİRTEÇ-ADVERB
bize toplantının detaylarını daha sonra anlatacak,anlatacak,FİİL-VERB
her zaman sözünün arkasında durur,her,BELİRLEYİCİ-DET
her zaman sözünün arkasında durur,zaman,AD-NOUN
her zaman sözünün arkasında durur,sözünün,AD-NOUN
her zaman sözünün arkasında durur,arkasında,AD-NOUN
her zaman sözünün arkasında durur,durur,FİİL-VERB
ona yaptığı hatayı nazikçe gösterdi,ona,ADIL-PRONOUN
ona yaptığı hatayı nazikçe gösterdi,yaptığı,SIFAT-ADJECTIVE
ona yaptığı hatayı nazikçe gösterdi,hatayı,AD-NOUN
ona yaptığı hatayı nazikçe gösterdi,nazikçe,BELİRTEÇ-ADVERB
ona yaptığı hatayı nazikçe gösterdi,gösterdi,FİİL-VERB
bu sorunu kökünden çözecek,bu,BELİRLEYİCİ-DET
bu sorunu kökünden çözecek,sorunu,AD-NOUN
bu sorunu kökünden çözecek,kökünden,AD-NOUN
bu sorunu kökünden çözecek,çözecek,FİİL-VERB
yeni kanunları halka açıkça duyurdu,yeni,SIFAT-ADJECTIVE
yeni kanunları halka açıkça duyurdu,kanunları,AD-NOUN
yeni kanunları halka açıkça duyurdu,halka,AD-NOUN
yeni kanunları halka açıkça duyurdu,açıkça,BELİRTEÇ-ADVERB
yeni kanunları halka açıkça duyurdu,duyurdu,FİİL-VERB
her öğlen aynı yerde yemek yer,her,BELİRLEYİCİ-DET
her öğlen aynı yerde yemek yer,öğlen,AD-NOUN
her öğlen aynı yerde yemek yer,aynı,SIFAT-ADJECTIVE
her öğlen aynı yerde yemek yer,yerde,AD-NOUN
her öğlen aynı yerde yemek yer,yemek,AD-NOUN
her öğlen aynı yerde yemek yer,yer,FİİL-VERB
rakibine karşı sürekli psikolojik baskı kurdu,rakibine,AD-NOUN
rakibine karşı sürekli psikolojik baskı kurdu,karşı,İLGEÇ-PREPOS
rakibine karşı sürekli psikolojik baskı kurdu,sürekli,BELİRTEÇ-ADVERB
rakibine karşı sürekli psikolojik baskı kurdu,psikolojik,SIFAT-ADJECTIVE
rakibine karşı sürekli psikolojik baskı kurdu,baskı,AD-NOUN
rakibine karşı sürekli psikolojik baskı kurdu,kurdu,FİİL-VERB
ona olan güvenini tamamen yitirdi,ona,ADIL-PRONOUN
ona olan güvenini tamamen yitirdi,olan,SIFAT-ADJECTIVE
ona olan güvenini tamamen yitirdi,güvenini,AD-NOUN
ona olan güvenini tamamen yitirdi,tamamen,BELİRTEÇ-ADVERB
ona olan güvenini tamamen yitirdi,yitirdi,FİİL-VERB
bütün camları bezle pırıl pırıl yaptı,bütün,BELİRLEYİCİ-DET
bütün camları bezle pırıl pırıl yaptı,camları,AD-NOUN
bütün camları bezle pırıl pırıl yaptı,bezle,AD-NOUN
bütün camları bezle pırıl pırıl yaptı,pırıl,BELİRTEÇ-ADVERB
bütün camları bezle pırıl pırıl yaptı,pırıl,BELİRTEÇ-ADVERB
bütün camları bezle pırıl pırıl yaptı,yaptı,FİİL-VERB
bu teklifi hiç düşünmeden kabul etti,bu,BELİRLEYİCİ-DET
bu teklifi hiç düşünmeden kabul etti,teklifi,AD-NOUN
bu teklifi hiç düşünmeden kabul etti,hiç,BELİRTEÇ-ADVERB
bu teklifi hiç düşünmeden kabul etti,düşünmeden,FİİL-VERB
bu teklifi hiç düşünmeden kabul etti,kabul,AD-NOUN
bu teklifi hiç düşünmeden kabul etti,etti,FİİL-VERB
her pazartesi diyete yeniden başlar,her,BELİRLEYİCİ-DET
her pazartesi diyete yeniden başlar,pazartesi,AD-NOUN
her pazartesi diyete yeniden başlar,diyete,AD-NOUN
her pazartesi diyete yeniden başlar,yeniden,BELİRTEÇ-ADVERB
her pazartesi diyete yeniden başlar,başlar,FİİL-VERB
bu konuyu mutlaka seninle özel olarak konuşmalıyım,bu,BELİRLEYİCİ-DET
bu konuyu mutlaka seninle özel olarak konuşmalıyım,konuyu,AD-NOUN
bu konuyu mutlaka seninle özel olarak konuşmalıyım,mutlaka,BELİRTEÇ-ADVERB
bu konuyu mutlaka seninle özel olarak konuşmalıyım,seninle,ADIL-PRONOUN
bu konuyu mutlaka seninle özel olarak konuşmalıyım,özel,BELİRTEÇ-ADVERB
bu konuyu mutlaka seninle özel olarak konuşmalıyım,olarak,İLGEÇ-PREPOS
bu konuyu mutlaka seninle özel olarak konuşmalıyım,konuşmalıyım,FİİL-VERB
her zaman en iyisini hedefler,her,BELİRLEYİCİ-DET
her zaman en iyisini hedefler,zaman,AD-NOUN
her zaman en iyisini hedefler,en,BELİRTEÇ-ADVERB
her zaman en iyisini hedefler,iyisini,ADIL-PRONOUN
her zaman en iyisini hedefler,hedefler,FİİL-VERB
sözünü balla kesti,sözünü,AD-NOUN
sözünü balla kesti,balla,AD-NOUN
sözünü balla kesti,kesti,FİİL-VERB
çocukları parka oynamaya götürdü,çocukları,AD-NOUN
çocukları parka oynamaya götürdü,parka,AD-NOUN
çocukları parka oynamaya götürdü,oynamaya,FİİL-VERB
çocukları parka oynamaya götürdü,götürdü,FİİL-VERB
yeni gelenleri sıraya dikkatlice dizdi,yeni,SIFAT-ADJECTIVE
yeni gelenleri sıraya dikkatlice dizdi,gelenleri,AD-NOUN
yeni gelenleri sıraya dikkatlice dizdi,sıraya,AD-NOUN
yeni gelenleri sıraya dikkatlice dizdi,dikkatlice,BELİRTEÇ-ADVERB
yeni gelenleri sıraya dikkatlice dizdi,dizdi,FİİL-VERB
her sınavdan önce mutlaka dua ederdi,her,BELİRLEYİCİ-DET
her sınavdan önce mutlaka dua ederdi,sınavdan,AD-NOUN
her sınavdan önce mutlaka dua ederdi,önce,İLGEÇ-PREPOS
her sınavdan önce mutlaka dua ederdi,mutlaka,BELİRTEÇ-ADVERB
her sınavdan önce mutlaka dua ederdi,dua,AD-NOUN
her sınavdan önce mutlaka dua ederdi,ederdi,FİİL-VERB
her fırsatta ailesini ziyaret eder,her,BELİRLEYİCİ-DET
her fırsatta ailesini ziyaret eder,fırsatta,AD-NOUN
her fırsatta ailesini ziyaret eder,ailesini,AD-NOUN
her fırsatta ailesini ziyaret eder,ziyaret,AD-NOUN
her fırsatta ailesini ziyaret eder,eder,FİİL-VERB
yeni kuralları panoya dün astı,yeni,SIFAT-ADJECTIVE
yeni kuralları panoya dün astı,kuralları,AD-NOUN
yeni kuralları panoya dün astı,panoya,AD-NOUN
yeni kuralları panoya dün astı,dün,BELİRTEÇ-ADVERB
yeni kuralları panoya dün astı,astı,FİİL-VERB
ona gerçeği dolaylı yoldan anlattı,ona,ADIL-PRONOUN
ona gerçeği dolaylı yoldan anlattı,gerçeği,AD-NOUN
ona gerçeği dolaylı yoldan anlattı,dolaylı,SIFAT-ADJECTIVE
ona gerçeği dolaylı yoldan anlattı,yoldan,AD-NOUN
ona gerçeği dolaylı yoldan anlattı,anlattı,FİİL-VERB
bu sırrı ömrü boyunca kimseye söylemedi,bu,BELİRLEYİCİ-DET
bu sırrı ömrü boyunca kimseye söylemedi,sırrı,AD-NOUN
bu sırrı ömrü boyunca kimseye söylemedi,ömrü,AD-NOUN
bu sırrı ömrü boyunca kimseye söylemedi,boyunca,İLGEÇ-PREPOS
bu sırrı ömrü boyunca kimseye söylemedi,kimseye,ADIL-PRONOUN
bu sırrı ömrü boyunca kimseye söylemedi,söylemedi,FİİL-VERB
ona her zaman ismiyle hitap eder,ona,ADIL-PRONOUN
ona her zaman ismiyle hitap eder,her,BELİRLEYİCİ-DET
ona her zaman ismiyle hitap eder,zaman,AD-NOUN
ona her zaman ismiyle hitap eder,ismiyle,AD-NOUN
ona her zaman ismiyle hitap eder,hitap,AD-NOUN
ona her zaman ismiyle hitap eder,eder,FİİL-VERB
bütün gece dersini masanın başında çalıştı,bütün,BELİRLEYİCİ-DET
bütün gece dersini masanın başında çalıştı,gece,AD-NOUN
bütün gece dersini masanın başında çalıştı,dersini,AD-NOUN
bütün gece dersini masanın başında çalıştı,masanın,AD-NOUN
bütün gece dersini masanın başında çalıştı,başında,AD-NOUN
bütün gece dersini masanın başında çalıştı,çalıştı,FİİL-VERB
bizi kapıda güler yüzle karşıladı,bizi,ADIL-PRONOUN
bizi kapıda güler yüzle karşıladı,kapıda,AD-NOUN
bizi kapıda güler yüzle karşıladı,güler,SIFAT-ADJECTIVE
bizi kapıda güler yüzle karşıladı,yüzle,AD-NOUN
bizi kapıda güler yüzle karşıladı,karşıladı,FİİL-VERB
her zaman randevularına vaktinde gider,her,BELİRLEYİCİ-DET
her zaman randevularına vaktinde gider,zaman,AD-NOUN
her zaman randevularına vaktinde gider,randevularına,AD-NOUN
her zaman randevularına vaktinde gider,vaktinde,AD-NOUN
her zaman randevularına vaktinde gider,gider,FİİL-VERB
ona olan biteni soğukkanlılıkla anlattı,ona,ADIL-PRONOUN
ona olan biteni soğukkanlılıkla anlattı,olan,SIFAT-ADJECTIVE
ona olan biteni soğukkanlılıkla anlattı,biteni,AD-NOUN
ona olan biteni soğukkanlılıkla anlattı,soğukkanlılıkla,AD-NOUN
ona olan biteni soğukkanlılıkla anlattı,anlattı,FİİL-VERB
bu resmi sadece kurşun kalemle çizdi,bu,BELİRLEYİCİ-DET
bu resmi sadece kurşun kalemle çizdi,resmi,AD-NOUN
bu resmi sadece kurşun kalemle çizdi,sadece,BELİRTEÇ-ADVERB
bu resmi sadece kurşun kalemle çizdi,kurşun,SIFAT-ADJECTIVE
bu resmi sadece kurşun kalemle çizdi,kalemle,AD-NOUN
bu resmi sadece kurşun kalemle çizdi,çizdi,FİİL-VERB
her yemeğe mutlaka karabiber ekler,her,BELİRLEYİCİ-DET
her yemeğe mutlaka karabiber ekler,yemeğe,AD-NOUN
her yemeğe mutlaka karabiber ekler,mutlaka,BELİRTEÇ-ADVERB
her yemeğe mutlaka karabiber ekler,karabiber,AD-NOUN
her yemeğe mutlaka karabiber ekler,ekler,FİİL-VERB
bize olanları tüm çıplaklığıyla gösterdi,bize,ADIL-PRONOUN
bize olanları tüm çıplaklığıyla gösterdi,olanları,AD-NOUN
bize olanları tüm çıplaklığıyla gösterdi,tüm,SIFAT-ADJECTIVE
bize olanları tüm çıplaklığıyla gösterdi,çıplaklığıyla,AD-NOUN
bize olanları tüm çıplaklığıyla gösterdi,gösterdi,FİİL-VERB
ona olanları telefonda kısaca anlattı,ona,ADIL-PRONOUN
ona olanları telefonda kısaca anlattı,olanları,AD-NOUN
ona olanları telefonda kısaca anlattı,telefonda,AD-NOUN
ona olanları telefonda kısaca anlattı,kısaca,BELİRTEÇ-ADVERB
ona olanları telefonda kısaca anlattı,anlattı,FİİL-VERB
her sabah güne sporla başlar,her,BELİRLEYİCİ-DET
her sabah güne sporla başlar,sabah,AD-NOUN
her sabah güne sporla başlar,güne,AD-NOUN
